Name,Team,Position,Status,Age,OriginalSalary,AdjustedSalary,AuctionSalary,W,QS,ERA,G,SV,HLD,SVH,IP,SO,K/9,BB/9,PitchingTeamid
Andrew Schultz,PHI,RP,FA,27,,,,,,,,,,,,,,,
Paxton Schultz,TOR,RP,FA,27,,,,,,,,,,,,,,,
Thomas Schultz,WSH,RP,FA,25,,,,,,,,,,,,,,,
Brett Schulze,PHI,P,FA,27,,,,,,,,,,,,,,,
Andrew Schwaab,(N/A),SP,FA,32,,,,,,,,,,,,,,,
Tyler Schweitzer,CHW,SP,FA,24,,,,,,,,,,,,,,,
Tate Scioneaux,(N/A),SP,FA,32,,,,,,,,,,,,,,,
Reid Scoggins,LAA,P,FA,34,,,,,,,,,,,,,,,
Jonah Scolaro,CHW,SP,FA,26,,,,,,,,,,,,,,,
Adam Scott,(N/A),P,FA,29,,,,,,,,,,,,,,,
Braden Scott,TOR,SP,FA,27,,,,,,,,,,,,,,,
Christian Scott,NYM,RP,FA,25,,,,,,,,,,,,,,,
Claudio Scott,NYM,RP,FA,26,,,,,,,,,,,,,,,
Kyle Scott,CLE,SP,FA,22,,,,,,,,,,,,,,,
Matt Scott,(N/A),SP,FA,21,,,,,,,,,,,,,,,
Robby Scott,(N/A),RP,FA,35,,,,,,,,,,,,,,,
Wesley Scott,KC,SP,FA,24,,,,,,,,,,,,,,,
Troy Scribner,(N/A),RP,FA,33,,,,,,,,,,,,,,,
Cody Scroggins,(N/A),RP,FA,28,,,,,,,,,,,,,,,
Andre Scrubb,(N/A),RP,FA,30,,,,,,,,,,,,,,,
Shane Sdao,(N/A),RP,FA,21,,,,,,,,,,,,,,,
Connor Seabold,TB,RP,FA,29,,,,,,,,,,,,,,,
Travis Seabrooke,BAL,P,FA,29,,,,,,,,,,,,,,,
Andrew Sears,DET,SP,FA,22,,,,,,,,,,,,,,,
Ben Sears,KC,SP,FA,24,,,,,,,,,,,,,,,
Brett Sears,ATL,SP,FA,24,,,,,,,,,,,,,,,
Ross Seaton,HOU,SP,FA,35,,,,,,,,,,,,,,,
Parker Seay,NYY,SP,FA,23,,,,,,,,,,,,,,,
Zander Sechrist,MIN,SP,FA,22,,,,,,,,,,,,,,,
Joel Seddon,ATH,P,FA,32,,,,,,,,,,,,,,,
Cody Sedlock,(N/A),RP,FA,29,,,,,,,,,,,,,,,
Brett Seeburger,STL,P,FA,30,,,,,,,,,,,,,,,
Darren Seferina,(N/A),P,FA,31,,,,,,,,,,,,,,,
Alex Segal,ATL,P,FA,26,,,,,,,,,,,,,,,
Eduar Segovia,PHI,SP,FA,24,,,,,,,,,,,,,,,
Enrique Segura,PHI,SP,FA,20,,,,,,,,,,,,,,,
Billy Seidl,CHW,SP,FA,25,,,,,,,,,,,,,,,
Hayden Seig,LAA,RP,FA,26,,,,,,,,,,,,,,,
Derek Self,WSH,P,FA,35,,,,,,,,,,,,,,,
Donnie Sellers,TOR,P,FA,29,,,,,,,,,,,,,,,
Trent Sellers,NYY,RP,FA,25,,,,,,,,,,,,,,,
Jack Sellinger,MIA,SP,FA,25,,,,,,,,,,,,,,,
Sam Selman,ATH,RP,FA,34,,,,,,,,,,,,,,,
Brock Selvidge,NYY,SP,FA,22,,,,,,,,,,,,,,,
Adam Seminaris,SEA,RP,FA,26,,,,,,,,,,,,,,,
Montana Semmel,NYY,RP,FA,23,,,,,,,,,,,,,,,
Shawn Semple,(N/A),SP,FA,29,,,,,,,,,,,,,,,
Reidis Sena,BOS,SP,FA,23,,,,,,,,,,,,,,,
Logan Sendelbach,PIT,P,FA,30,,,,,,,,,,,,,,,
Mitchell Senger,NYM,RP,FA,27,,,,,,,,,,,,,,,
Gabriel Sequeira,(N/A),RP,FA,27,,,,,,,,,,,,,,,
Gregorio Sequera,LAD,RP,FA,27,,,,,,,,,,,,,,,
Leonel Sequera,STL,SP,FA,19,,,,,,,,,,,,,,,
Luis Serna,NYY,SP,FA,20,,,,,,,,,,,,,,,
Andres Serrano,STL,SP,FA,30,,,,,,,,,,,,,,,
Florencio Serrano,TEX,RP,FA,25,,,,,,,,,,,,,,,
Jhoniel Serrano,MIA,RP,FA,21,,,,,,,,,,,,,,,
Kyle Serrano,HOU,SP,FA,29,,,,,,,,,,,,,,,
Joe Serrapica,TB,P,FA,30,,,,,,,,,,,,,,,
Kenny Serwa,DET,SP,FA,27,,,,,,,,,,,,,,,
Adam Serwinowski,CIN,SP,FA,20,,,,,,,,,,,,,,,
Anderson Severino,CHW,RP,FA,30,,,,,,,,,,,,,,,
Juan Severino,STL,SP,FA,20,,,,,,,,,,,,,,,
Kikito Severino,TB,RP,FA,0,,,,,,,,,,,,,,,
Enrike Sevilya,(N/A),RP,FA,19,,,,,,,,,,,,,,,
Austin Sexton,STL,P,FA,30,,,,,,,,,,,,,,,
Robby Sexton,BOS,P,FA,30,,,,,,,,,,,,,,,
Tzu-Chen Sha,ATH,SP,FA,21,,,,,,,,,,,,,,,
Jacob Shafer,ATL,SP,FA,22,,,,,,,,,,,,,,,
Justin Shafer,(N/A),RP,FA,32,,,,,,,,,,,,,,,
Teddy Sharkey,BAL,SP,FA,23,,,,,,,,,,,,,,,
Reese Sharp,BAL,SP,FA,24,,,,,,,,,,,,,,,
Sterling Sharp,BOS,SP,FA,29,,,,,,,,,,,,,,,
Davis Sharpe,CLE,SP,FA,25,,,,,,,,,,,,,,,
Zarion Sharpe,MIN,SP,FA,26,,,,,,,,,,,,,,,
Owen Sharts,PIT,SP,FA,25,,,,,,,,,,,,,,,
Evan Shaw,LAD,SP,FA,24,,,,,,,,,,,,,,,
Joe Shaw,NYM,P,FA,31,,,,,,,,,,,,,,,
Mike Shawaryn,(N/A),RP,FA,30,,,,,,,,,,,,,,,
Anthony Shawler,DET,P,FA,37,,,,,,,,,,,,,,,
Evan Shawver,COL,RP,FA,25,,,,,,,,,,,,,,,
Tanner Shears,MIL,SP,FA,25,,,,,,,,,,,,,,,
Ben Sheckler,SD,P,FA,29,,,,,,,,,,,,,,,
Jordan Sheffield,COL,RP,FA,29,,,,,,,,,,,,,,,
Justus Sheffield,(N/A),RP,FA,28,,,,,,,,,,,,,,,
Walker Sheller,KC,P,FA,29,,,,,,,,,,,,,,,
Chia-Shi Shen,SEA,SP,FA,21,,,,,,,,,,,,,,,
Hayden Shenefield,(N/A),RP,FA,29,,,,,,,,,,,,,,,
Blake Shepardson,CHW,SP,FA,21,,,,,,,,,,,,,,,
Grant Shepardson,MIA,SP,FA,19,,,,,,,,,,,,,,,
Chandler Shepherd,(N/A),RP,FA,32,,,,,,,,,,,,,,,
James Sherfy,(N/A),RP,FA,33,,,,,,,,,,,,,,,
Ryan Sherriff,LAD,RP,FA,34,,,,,,,,,,,,,,,
Cason Sherrod,MIA,P,FA,28,,,,,,,,,,,,,,,
Ryan Shetter,ATL,P,FA,28,,,,,,,,,,,,,,,
Anthony Shew,STL,SP,FA,31,,,,,,,,,,,,,,,
Ben Shields,NYY,SP,FA,26,,,,,,,,,,,,,,,
David Shields,KC,SP,FA,18,,,,,,,,,,,,,,,
Jun-Seok Shim,MIA,RP,FA,20,,,,,,,,,,,,,,,
Jordan Shipers,SEA,SP,FA,33,,,,,,,,,,,,,,,
Braden Shipley,SEA,RP,FA,33,,,,,,,,,,,,,,,
Jake Shirk,PIT,SP,FA,22,,,,,,,,,,,,,,,
Thomas Shirley,HOU,P,FA,36,,,,,,,,,,,,,,,
Adam Shoemaker,ATL,SP,FA,22,,,,,,,,,,,,,,,
TJ Shook,NYM,RP,FA,26,,,,,,,,,,,,,,,
Chase Shores,(N/A),"1B,3B,SP",FA,20,,,,,,,,,,,,,,,
Avery Short,ARI,SP,FA,23,,,,,,,,,,,,,,,
Aaron Shortridge,(N/A),SP,FA,27,,,,,,,,,,,,,,,
Zack Showalter,STL,RP,FA,21,,,,,,,,,,,,,,,
Darren Shred,CIN,P,FA,27,,,,,,,,,,,,,,,
Ryan Shreve,STL,RP,FA,26,,,,,,,,,,,,,,,
Scott Shuman,TB,RP,FA,36,,,,,,,,,,,,,,,
Seth Shuman,WSH,SP,FA,27,,,,,,,,,,,,,,,
Carlos Sierra,HOU,SP,FA,30,,,,,,,,,,,,,,,
Diomede Sierra,ARI,SP,FA,23,,,,,,,,,,,,,,,
Joel Sierra,(N/A),RP,FA,23,,,,,,,,,,,,,,,
Osiris Sierra,ATL,SP,FA,25,,,,,,,,,,,,,,,
Yaisel Sierra,(N/A),RP,FA,33,,,,,,,,,,,,,,,
TJ Sikkema,KC,SP,FA,26,,,,,,,,,,,,,,,
Easton Sikorski,CIN,SP,FA,25,,,,,,,,,,,,,,,
Eric Silva,DET,RP,FA,22,,,,,,,,,,,,,,,
William Silva,ATL,SP,FA,23,,,,,,,,,,,,,,,
Anthony Silvas,MIN,RP,FA,22,,,,,,,,,,,,,,,
Yoelvin Silven,CHW,SP,FA,25,,,,,,,,,,,,,,,
Andres Silvera,PIT,SP,FA,20,,,,,,,,,,,,,,,
Freilyn Silverio,CHC,SP,FA,20,,,,,,,,,,,,,,,
Jesus Silverio,ATH,SP,FA,22,,,,,,,,,,,,,,,
Engel Silvestre,COL,RP,FA,19,,,,,,,,,,,,,,,
Hector Silvestre,WSH,SP,FA,32,,,,,,,,,,,,,,,
Kohl Simas,CHW,SP,FA,25,,,,,,,,,,,,,,,
Dylan Simmons,CIN,SP,FA,24,,,,,,,,,,,,,,,
Kyle Simmons,WSH,P,FA,33,,,,,,,,,,,,,,,
Seth Simmons,ARI,RP,FA,36,,,,,,,,,,,,,,,
John Simms,WSH,P,FA,33,,,,,,,,,,,,,,,
Ben Simon,NYM,RP,FA,22,,,,,,,,,,,,,,,
Johan Simon,TOR,RP,FA,23,,,,,,,,,,,,,,,
Liam Simon,SF,SP,FA,24,,,,,,,,,,,,,,,
Anthony Simonelli,KC,RP,FA,26,,,,,,,,,,,,,,,
Caleb Simpson,(N/A),RP,FA,33,,,,,,,,,,,,,,,
Hayden Simpson,CHC,SP,FA,35,,,,,,,,,,,,,,,
Jared Simpson,WSH,SP,FA,24,,,,,,,,,,,,,,,
Josh Simpson,MIA,RP,FA,27,,,,,,,,,,,,,,,
Landon Sims,ARI,RP,FA,24,,,,,,,,,,,,,,,
Savion Sims,(N/A),SP,FA,17,,,,,,,,,,,,,,,
Nick Sinacola,SF,RP,FA,25,,,,,,,,,,,,,,,
Jack Sinclair,WSH,RP,FA,25,,,,,,,,,,,,,,,
Jeff Singer,(N/A),RP,FA,31,,,,,,,,,,,,,,,
Justin Sinibaldi,CHW,SP,FA,23,,,,,,,,,,,,,,,
Luke Sinnard,ATL,SP,FA,22,,,,,,,,,,,,,,,
Dalbert Siri,(N/A),SP,FA,29,,,,,,,,,,,,,,,
Saul Siri,CHC,SP,FA,20,,,,,,,,,,,,,,,
Matt Sisto,PHI,P,FA,35,,,,,,,,,,,,,,,
Brandyn Sittinger,(N/A),RP,FA,30,,,,,,,,,,,,,,,
Kraig Sitton,BOS,P,FA,36,,,,,,,,,,,,,,,
Carson Skipper,COL,SP,FA,25,,,,,,,,,,,,,,,
Noah Skirrow,PHI,SP,FA,26,,,,,,,,,,,,,,,
Eric Skoglund,(N/A),RP,FA,32,,,,,,,,,,,,,,,
Tyler Skulina,CHC,P,FA,33,,,,,,,,,,,,,,,
Dan Slania,SF,RP,FA,32,,,,,,,,,,,,,,,
Ryan Slater,SF,SP,FA,22,,,,,,,,,,,,,,,
Aaron Slegers,(N/A),RP,FA,32,,,,,,,,,,,,,,,
Ethan Sloan,DET,SP,FA,22,,,,,,,,,,,,,,,
Ryan Sloan,SEA,SP,FA,19,,,,,,,,,,,,,,,
Jackson Smeltz,(N/A),SP,FA,26,,,,,,,,,,,,,,,
Devin Smeltzer,(N/A),RP,FA,29,,,,,,,,,,,,,,,
Adam Smith,BOS,SP,FA,24,,,,,,,,,,,,,,,
Austin Smith,(N/A),RP,FA,28,,,,,,,,,,,,,,,
Austin Smith,ATL,RP,FA,25,,,,,,,,,,,,,,,
Ben Smith,HOU,P,FA,32,,,,,,,,,,,,,,,
Brady Smith,LAD,SP,FA,20,,,,,,,,,,,,,,,
Cade Smith,NYY,SP,FA,22,,,,,,,,,,,,,,,
Caleb Smith,(N/A),SP,FA,33,,,,,,,,,,,,,,,
Chad Smith,(N/A),RP,FA,29,,,,,,,,,,,,,,,
Dylan Smith,DET,SP,FA,24,,,,,,,,,,,,,,,
Ethan Smith,(N/A),SP,FA,25,,,,,,,,,,,,,,,
Evan Smith,TOR,P,FA,29,,,,,,,,,,,,,,,
Hagen Smith,CHW,SP,FA,21,,,,,,,,,,,,,,,
Hunter Smith,BOS,P,FA,30,,,,,,,,,,,,,,,
Jake Smith,LAA,SP,FA,25,,,,,,,,,,,,,,,
James Peyton Smith,(N/A),SP,FA,21,,,,,,,,,,,,,,,
Josh Smith,(N/A),P,FA,28,,,,,,,,,,,,,,,
Josh D. Smith,MIA,RP,FA,35,,,,,,,,,,,,,,,
Julian Smith,LAD,P,FA,27,,,,,,,,,,,,,,,
Kevin Smith,(N/A),SP,FA,27,,,,,,,,,,,,,,,
Kolten Smith,(N/A),SP,FA,21,,,,,,,,,,,,,,,
Myles Smith,BOS,P,FA,32,,,,,,,,,,,,,,,
Nate Smith,LAA,SP,FA,33,,,,,,,,,,,,,,,
Parker Smith,HOU,SP,FA,22,,,,,,,,,,,,,,,
Robinson Smith,PIT,RP,W (Wed),17,,,,,,,,,,,,,,,
Russell Smith,MIL,SP,FA,26,,,,,,,,,,,,,,,
Ryan Smith,LAA,SP,FA,27,,,,,,,,,,,,,,,
Ryan Smith,HOU,SP,FA,22,,,,,,,,,,,,,,,
Shurland Smith,SD,SP,FA,18,,,,,,,,,,,,,,,
Tanner Smith,SD,SP,FA,22,,,,,,,,,,,,,,,
Travis Smith,MIL,SP,FA,22,,,,,,,,,,,,,,,
Tristan Smith,CIN,SP,FA,21,,,,,,,,,,,,,,,
Tyler Smith,LAA,P,FA,29,,,,,,,,,,,,,,,
Matt Smoral,TOR,P,FA,30,,,,,,,,,,,,,,,
Kirby Snead,(N/A),RP,FA,30,,,,,,,,,,,,,,,
Cy Sneed,(N/A),RP,FA,32,,,,,,,,,,,,,,,
Zebulon Sneed,KC,P,FA,33,,,,,,,,,,,,,,,
Hayden Snelsire,TB,SP,FA,24,,,,,,,,,,,,,,,
D.J. Snelten,CHW,RP,FA,32,,,,,,,,,,,,,,,
Jack Snodgrass,SF,SP,FA,37,,,,,,,,,,,,,,,
Forrest Snow,SEA,SP,FA,36,,,,,,,,,,,,,,,
Nick Snyder,PHI,RP,FA,29,,,,,,,,,,,,,,,
Nick Snyder,ARI,P,FA,27,,,,,,,,,,,,,,,
Chad Sobotka,(N/A),RP,FA,31,,,,,,,,,,,,,,,
Austin Sodders,DET,P,FA,29,,,,,,,,,,,,,,,
Jack Sokol,NYY,SP,FA,23,,,,,,,,,,,,,,,
Bryan Solano,(N/A),SP,FA,27,,,,,,,,,,,,,,,
Markus Solbach,DET,SP,FA,33,,,,,,,,,,,,,,,
Chase Solesky,WSH,SP,FA,27,,,,,,,,,,,,,,,
Jairo Solis,HOU,SP,FA,25,,,,,,,,,,,,,,,
Anthony Solometo,PIT,SP,FA,22,,,,,,,,,,,,,,,
Jared Solomon,(N/A),RP,FA,27,,,,,,,,,,,,,,,
Peter Solomon,(N/A),RP,FA,28,,,,,,,,,,,,,,,
Yosmer Solorzano,CHW,SP,FA,28,,,,,,,,,,,,,,,
Matt Solter,CLE,SP,FA,31,,,,,,,,,,,,,,,
Tommy Sommer,CHW,SP,FA,26,,,,,,,,,,,,,,,
Drew Sommers,DET,SP,FA,24,,,,,,,,,,,,,,,
Noah Song,BOS,SP,FA,27,,,,,,,,,,,,,,,
Andrew Sopko,(N/A),P,FA,30,,,,,,,,,,,,,,,
Jeff Soptic,CHW,P,FA,33,,,,,,,,,,,,,,,
Angel Soriano,PIT,SP,FA,18,,,,,,,,,,,,,,,
Franklyn Soriano,ARI,SP,FA,29,,,,,,,,,,,,,,,
Gabriel Sosa,SEA,RP,FA,23,,,,,,,,,,,,,,,
Jeromy Sosa,TB,RP,FA,22,,,,,,,,,,,,,,,
Listher Sosa,ARI,SP,FA,23,,,,,,,,,,,,,,,
Raymond Sosa,BAL,RP,FA,18,,,,,,,,,,,,,,,
Yenfri Sosa,KC,RP,FA,21,,,,,,,,,,,,,,,
David Sosebee,(N/A),RP,FA,31,,,,,,,,,,,,,,,
Ryuhei Sotani,(N/A),SP,FA,24,,,,,,,,,,,,,,,
Andres Sotillet,KC,SP,FA,28,,,,,,,,,,,,,,,
Charlee Soto,MIN,SP,FA,19,,,,,,,,,,,,,,,
Francisco Soto,BOS,P,FA,28,,,,,,,,,,,,,,,
Giovanni Soto,(N/A),RP,FA,33,,,,,,,,,,,,,,,
Hector Soto,STL,RP,FA,26,,,,,,,,,,,,,,,
Juan Soto,MIA,RP,FA,34,,,,,,,,,,,,,,,
Missael Soto,LAD,RP,FA,0,,,,,,,,,,,,,,,
Ubaldo Soto,LAA,SP,FA,18,,,,,,,,,,,,,,,
Jared Southard,LAA,P,FA,24,,,,,,,,,,,,,,,
Dylan Spacke,BOS,P,FA,26,,,,,,,,,,,,,,,
Dylan Spain,(N/A),RP,FA,26,,,,,,,,,,,,,,,
Sam Spangler,PIT,P,FA,37,,,,,,,,,,,,,,,
Glenn Sparkman,(N/A),RP,FA,32,,,,,,,,,,,,,,,
Nolan Sparks,STL,SP,FA,22,,,,,,,,,,,,,,,
Wyatt Sparks,TEX,P,FA,25,,,,,,,,,,,,,,,
Alex Speas,MIN,SP,FA,27,,,,,,,,,,,,,,,
Shea Spitzbarth,CIN,RP,FA,30,,,,,,,,,,,,,,,
Carter Spivey,CLE,SP,FA,25,,,,,,,,,,,,,,,
Shea Sprague,BOS,SP,FA,22,,,,,,,,,,,,,,,
Graham Spraker,TOR,RP,FA,29,,,,,,,,,,,,,,,
Nick Sprengel,TB,P,FA,27,,,,,,,,,,,,,,,
Daniel Sprinkle,CLE,P,FA,28,,,,,,,,,,,,,,,
Jonathan Sprinkle,HOU,RP,FA,26,,,,,,,,,,,,,,,
Scott Squier,MIA,P,FA,32,,,,,,,,,,,,,,,
Thomas St. Clair,STL,P,FA,30,,,,,,,,,,,,,,,
Locke St. John,(N/A),RP,FA,32,,,,,,,,,,,,,,,
Fitz Stadler,(N/A),RP,FA,27,,,,,,,,,,,,,,,
Sam Stafford,TEX,RP,FA,34,,,,,,,,,,,,,,,
Connor Staine,COL,SP,FA,24,,,,,,,,,,,,,,,
Garrett Stallings,MIL,RP,FA,27,,,,,,,,,,,,,,,
Mitch Stallings,ATL,RP,FA,29,,,,,,,,,,,,,,,
Dale Stanavich,MIA,RP,FA,25,,,,,,,,,,,,,,,
Gage Stanifer,(N/A),SP,FA,21,,,,,,,,,,,,,,,
John Stankiewicz,MIN,RP,FA,26,,,,,,,,,,,,,,,
Teddy Stankiewicz,CIN,P,FA,31,,,,,,,,,,,,,,,
Hunter Stanley,CLE,RP,FA,27,,,,,,,,,,,,,,,
Cole Stapler,ARI,P,FA,30,,,,,,,,,,,,,,,
Gabe Starks,CIN,SP,FA,23,,,,,,,,,,,,,,,
David Starn,ATL,P,FA,34,,,,,,,,,,,,,,,
Nick Starr,CIN,P,FA,28,,,,,,,,,,,,,,,
Tyler Stasiowski,MIN,SP,FA,23,,,,,,,,,,,,,,,
Tyler Statler,STL,P,FA,23,,,,,,,,,,,,,,,
Adam Stauffer,(N/A),RP,FA,26,,,,,,,,,,,,,,,
Isaac Stebens,(N/A),SP,FA,23,,,,,,,,,,,,,,,
Drew Steckenrider,ATH,RP,FA,34,,,,,,,,,,,,,,,
Evan Steele,KC,P,FA,28,,,,,,,,,,,,,,,
Keaton Steele,MIN,P,FA,33,,,,,,,,,,,,,,,
Kevin Steen,BOS,P,FA,28,,,,,,,,,,,,,,,
Jacob Steinmetz,ARI,SP,FA,21,,,,,,,,,,,,,,,
Brandon Stenhouse,NYY,SP,FA,28,,,,,,,,,,,,,,,
Josh Stephan,TEX,SP,FA,23,,,,,,,,,,,,,,,
Khal Stephen,TOR,SP,FA,22,,,,,,,,,,,,,,,
Jackson Stephens,ATL,RP,FA,30,,,,,,,,,,,,,,,
Jordan Stephens,(N/A),SP,FA,32,,,,,,,,,,,,,,,
Niklas Stephenson,KC,SP,FA,31,,,,,,,,,,,,,,,
Felix Sterling,CLE,SP,FA,31,,,,,,,,,,,,,,,
Levi Sterling,PIT,SP,FA,18,,,,,,,,,,,,,,,
Kevin Stevens,NYY,RP,FA,27,,,,,,,,,,,,,,,
Tristan Stevens,MIA,SP,FA,27,,,,,,,,,,,,,,,
Will Stevens,TB,RP,FA,23,,,,,,,,,,,,,,,
Jake Stevenson,(N/A),RP,FA,27,,,,,,,,,,,,,,,
Owen Stevenson,TB,SP,FA,22,,,,,,,,,,,,,,,
Casey Steward,PHI,SP,FA,23,,,,,,,,,,,,,,,
Cam Stewart,SD,P,FA,30,,,,,,,,,,,,,,,
Carter Stewart,(N/A),P,FA,25,,,,,,,,,,,,,,,
Ethan Stewart,PHI,SP,FA,34,,,,,,,,,,,,,,,
Joshua Stewart,(N/A),SP,FA,21,,,,,,,,,,,,,,,
Kohl Stewart,(N/A),RP,FA,30,,,,,,,,,,,,,,,
Will Stewart,MIA,SP,FA,27,,,,,,,,,,,,,,,
Travis Sthele,WSH,SP,FA,23,,,,,,,,,,,,,,,
Jonathan Stiever,(N/A),SP,FA,27,,,,,,,,,,,,,,,
Ian Stiffler,ATL,P,FA,30,,,,,,,,,,,,,,,
Brad Stillings,MIN,P,FA,37,,,,,,,,,,,,,,,
Will Stillman,SD,P,FA,31,,,,,,,,,,,,,,,
John Stilson,TOR,P,FA,34,,,,,,,,,,,,,,,
Jake Stinnett,CHC,SP,FA,32,,,,,,,,,,,,,,,
Graeme Stinson,TB,P,FA,27,,,,,,,,,,,,,,,
Tristan Stivors,CHW,SP,FA,26,,,,,,,,,,,,,,,
Robert Stock,BOS,SP,FA,35,,,,,,,,,,,,,,,
Spencer Stockton,(N/A),RP,FA,28,,,,,,,,,,,,,,,
Jackson Stoeckinger,WSH,P,FA,29,,,,,,,,,,,,,,,
Logan Stoelke,PIT,P,FA,29,,,,,,,,,,,,,,,
Luke Stofel,DET,SP,FA,23,,,,,,,,,,,,,,,
Jace Stoffal,MIN,SP,FA,22,,,,,,,,,,,,,,,
Jason Stoffel,HOU,RP,FA,36,,,,,,,,,,,,,,,
Cole Stokes,(N/A),SP,FA,20,,,,,,,,,,,,,,,
Adam Stone,NYY,SP,FA,23,,,,,,,,,,,,,,,
Dane Stone,MIA,P,FA,33,,,,,,,,,,,,,,,
Gavin Stone,LAD,SP,FA,26,,,,,,,,,,,,,,,
Mitch Stophel,CHC,P,FA,30,,,,,,,,,,,,,,,
Lee Stoppelman,STL,P,FA,34,,,,,,,,,,,,,,,
Justin Storm,MIA,RP,FA,23,,,,,,,,,,,,,,,
Levi Stoudt,BAL,RP,FA,27,,,,,,,,,,,,,,,
Eric Stout,SEA,RP,FA,31,,,,,,,,,,,,,,,
Robert Strader,BAL,P,FA,30,,,,,,,,,,,,,,,
Wyatt Strahan,(N/A),RP,FA,31,,,,,,,,,,,,,,,
Ben Strahm,SF,P,FA,28,,,,,,,,,,,,,,,
Dan Straily,(N/A),SP,FA,36,,,,,,,,,,,,,,,
Connor Strain,LAD,P,FA,30,,,,,,,,,,,,,,,
Joey Strain,SEA,P,FA,31,,,,,,,,,,,,,,,
Stephen Strasburg,(N/A),SP,FA,36,,,,,,,,,,,,,,,
Jacob Stretch,BAL,RP,FA,22,,,,,,,,,,,,,,,
Austin Strickland,SF,SP,FA,22,,,,,,,,,,,,,,,
Samuel Strickland,ATL,SP,FA,25,,,,,,,,,,,,,,,
William Strode,CLE,P,FA,32,,,,,,,,,,,,,,,
Jonathan Stroman,ARI,P,FA,26,,,,,,,,,,,,,,,
Alan Strong,TB,P,FA,28,,,,,,,,,,,,,,,
Michael Strong,MIL,P,FA,36,,,,,,,,,,,,,,,
Paul Strong,TEX,P,FA,34,,,,,,,,,,,,,,,
Drew Strotman,(N/A),RP,FA,28,,,,,,,,,,,,,,,
Kade Strowd,BAL,RP,FA,27,,,,,,,,,,,,,,,
Michael Stryffeler,SF,SP,FA,28,,,,,,,,,,,,,,,
Baron Stuart,NYY,SP,FA,25,,,,,,,,,,,,,,,
Tyler Stuart,WSH,SP,FA,25,,,,,,,,,,,,,,,
Sam Stuhr,ATH,SP,FA,22,,,,,,,,,,,,,,,
Ted Stuka,DET,P,FA,27,,,,,,,,,,,,,,,
Peyton Stumbo,PIT,SP,FA,22,,,,,,,,,,,,,,,
Daniel Stumpf,(N/A),RP,FA,34,,,,,,,,,,,,,,,
Mitchell Stumpo,ARI,RP,FA,28,,,,,,,,,,,,,,,
Cole Stupp,(N/A),RP,FA,24,,,,,,,,,,,,,,,
Sean Stutzman,HOU,RP,FA,31,,,,,,,,,,,,,,,
Andrew Suarez,(N/A),RP,FA,32,,,,,,,,,,,,,,,
Christian Suarez,LAD,SP,FA,24,,,,,,,,,,,,,,,
Gilbert Suarez,ATL,P,FA,27,,,,,,,,,,,,,,,
Joander Suarez,NYM,SP,FA,25,,,,,,,,,,,,,,,
Michael Suarez,SEA,SP,FA,29,,,,,,,,,,,,,,,
Orlando Suarez,CHW,SP,FA,18,,,,,,,,,,,,,,,
Santiago Suarez,TB,SP,FA,20,,,,,,,,,,,,,,,
Ryan Sublette,LAD,RP,FA,26,,,,,,,,,,,,,,,
Billy Sullivan,(N/A),RP,FA,25,,,,,,,,,,,,,,,
Cameron Sullivan,CLE,SP,FA,18,,,,,,,,,,,,,,,
Collin Sullivan,(N/A),SP,FA,27,,,,,,,,,,,,,,,
Liam Sullivan,WSH,SP,FA,22,,,,,,,,,,,,,,,
Sean Sullivan,PIT,SP,FA,24,,,,,,,,,,,,,,,
Sean Sullivan,COL,SP,FA,22,,,,,,,,,,,,,,,
Beau Sulser,(N/A),RP,FA,30,,,,,,,,,,,,,,,
Andrew Summerville,STL,P,FA,29,,,,,,,,,,,,,,,
Carlos Suniaga,MIN,RP,FA,27,,,,,,,,,,,,,,,
Trey Supak,(N/A),SP,FA,28,,,,,,,,,,,,,,,
Rayne Supple,COL,P,FA,27,,,,,,,,,,,,,,,
Jose Suriel,STL,SP,FA,20,,,,,,,,,,,,,,,
Jeicol Surumay,MIN,SP,FA,19,,,,,,,,,,,,,,,
Anthony Susac,TEX,RP,FA,22,,,,,,,,,,,,,,,
Jarlin Susana,WSH,SP,FA,20,,,,,,,,,,,,,,,
Matt Svanson,STL,RP,FA,26,,,,,,,,,,,,,,,
Josh Swales,(N/A),RP,FA,23,,,,,,,,,,,,,,,
Eriq Swan,LAD,SP,FA,23,,,,,,,,,,,,,,,
John Swanda,(N/A),SP,FA,25,,,,,,,,,,,,,,,
Nic Swanson,HOU,SP,FA,25,,,,,,,,,,,,,,,
Zach Swanson,DET,SP,FA,19,,,,,,,,,,,,,,,
Matt Swarmer,(N/A),RP,FA,31,,,,,,,,,,,,,,,
Carson Swilling,(N/A),SP,FA,23,,,,,,,,,,,,,,,
Nick Swiney,HOU,RP,FA,26,,,,,,,,,,,,,,,
Tyler Switalski,SF,SP,FA,21,,,,,,,,,,,,,,,
Chad Sykes,LAA,P,FA,29,,,,,,,,,,,,,,,
Travis Sykora,WSH,SP,FA,20,,,,,,,,,,,,,,,
Thomas Szapucki,(N/A),RP,FA,28,,,,,,,,,,,,,,,
Skylar Szynski,(N/A),P,FA,27,,,,,,,,,,,,,,,
Logan Tabeling,LAD,SP,FA,23,,,,,,,,,,,,,,,
Matt Tabor,(N/A),RP,FA,26,,,,,,,,,,,,,,,
Peter Tago,SF,SP,FA,32,,,,,,,,,,,,,,,
