Name,Team,Position,Status,Age,OriginalSalary,AdjustedSalary,AuctionSalary,G,PA,AB,H,HR,R,RBI,BB,HBP,SB,AVG,HittingTeamId
Ricardo Crespo,SF,OF,FA,18,,,,,,,,,,,,,,,
Galli Cribbs Jr.,(N/A),SS,FA,32,,,,,,,,,,,,,,,
Blaine Crim,TEX,1B,FA,27,,,,,,,,,,,,,,,
Demetrio Crisantes,ARI,2B,FA,20,,,,,,,,,,,,,,,
Robert Crocker,ATH,OF,FA,34,,,,,,,,,,,,,,,
C.J. Cron,(N/A),1B,FA,35,,,,,,,,,,,,,,,
Kevin Cron,(N/A),1B,FA,32,,,,,,,,,,,,,,,
Narciso Crook,BOS,OF,FA,29,,,,,,,,,,,,,,,
Jimmy Crooks,STL,C,FA,23,,,,,,,,,,,,,,,
Jac Croom,(N/A),2B,FA,24,,,,,,,,,,,,,,,
Gavin Cross,KC,OF,FA,24,,,,,,,,,,,,,,,
Josh Crouch,LAA,C,FA,26,,,,,,,,,,,,,,,
Michael Crouse,TOR,OF,FA,34,,,,,,,,,,,,,,,
Conner Crumbliss,ATH,2B,FA,37,,,,,,,,,,,,,,,
Douglas Crumlich,PIT,SS,FA,34,,,,,,,,,,,,,,,
Adanson Cruz,STL,OF,FA,24,,,,,,,,,,,,,,,
Alejandro Cruz,CHW,3B,FA,18,,,,,,,,,,,,,,,
Alex Cruz,(N/A),OF,FA,18,,,,,,,,,,,,,,,
Angel Cruz,(N/A),2B,FA,23,,,,,,,,,,,,,,,
Armando Cruz,WSH,SS,FA,21,,,,,,,,,,,,,,,
Darvin Cruz,KC,OF,FA,19,,,,,,,,,,,,,,,
Derian Cruz,ATL,2B,FA,26,,,,,,,,,,,,,,,
Fadriel Cruz,COL,SS,FA,24,,,,,,,,,,,,,,,
Fernando Cruz,CHC,SS,FA,18,,,,,,,,,,,,,,,
Grofi Cruz,CLE,SS,FA,28,,,,,,,,,,,,,,,
Johan Cruz,(N/A),SS,FA,29,,,,,,,,,,,,,,,
John Cruz,MIA,OF,FA,19,,,,,,,,,,,,,,,
Josue Cruz,BAL,OF,FA,24,,,,,,,,,,,,,,,
Narbe Cruz,HOU,"1B,2B,3B",FA,24,,,,,,,,,,,,,,,
Rafael Cruz,MIN,SS,FA,21,,,,,,,,,,,,,,,
Rochest Cruz,CHC,2B,FA,25,,,,,,,,,,,,,,,
Rolphy Cruz,BAL,1B,FA,22,,,,,,,,,,,,,,,
Ronny Cruz,CHC,SS,FA,18,,,,,,,,,,,,,,,
Steven Cruz,CLE,2B,FA,18,,,,,,,,,,,,,,,
Trei Cruz,DET,SS,FA,26,,,,,,,,,,,,,,,
Yan Cruz,BOS,OF,FA,18,,,,,,,,,,,,,,,
Romer Cuadrado,(N/A),OF,FA,27,,,,,,,,,,,,,,,
Nic Cuckovich,KC,SS,FA,33,,,,,,,,,,,,,,,
Gio Cueto,LAD,C,FA,21,,,,,,,,,,,,,,,
Danyer Cueva,TEX,SS,FA,20,,,,,,,,,,,,,,,
Elis Cuevas,BAL,OF,FA,20,,,,,,,,,,,,,,,
Yohairo Cuevas,NYM,OF,FA,21,,,,,,,,,,,,,,,
Charlie Culberson,(N/A),"3B,OF",FA,35,,,,,,,,,,,,,,,
Greg Cullen,BAL,2B,FA,28,,,,,,,,,,,,,,,
Rohan Culmer,WSH,SS,FA,18,,,,,,,,,,,,,,,
Kaelen Culpepper,MIN,SS,FA,22,,,,,,,,,,,,,,,
Cito Culver,NYY,SS,FA,32,,,,,,,,,,,,,,,
Grenny Cumana,PHI,SS,FA,29,,,,,,,,,,,,,,,
Wuilker Cumare,COL,OF,FA,18,,,,,,,,,,,,,,,
Brett Cumberland,BAL,C,FA,29,,,,,,,,,,,,,,,
Brad Cumbest,(N/A),OF,FA,24,,,,,,,,,,,,,,,
Ryan Cuneo,CHC,1B,FA,36,,,,,,,,,,,,,,,
Carter Cunningham,TOR,OF,FA,24,,,,,,,,,,,,,,,
Jake Cunningham,BAL,OF,FA,22,,,,,,,,,,,,,,,
Jarek Cunningham,PIT,"3B,SS",FA,35,,,,,,,,,,,,,,,
Kayson Cunningham,(N/A),SS,FA,19,,,,,,,,,,,,,,,
Dylan Cupp,(N/A),SS,FA,20,,,,,,,,,,,,,,,
Luis Curbelo,CHW,SS,FA,27,,,,,,,,,,,,,,,
Keith Curcio,ATL,OF,FA,32,,,,,,,,,,,,,,,
Michael Curialle,STL,OF,FA,23,,,,,,,,,,,,,,,
Derek Curiel,(N/A),OF,FA,19,,,,,,,,,,,,,,,
Joey Curletta,SEA,1B,FA,30,,,,,,,,,,,,,,,
Dean Curley,(N/A),SS,FA,20,,,,,,,,,,,,,,,
A.J. Curtis,CIN,1B,FA,29,,,,,,,,,,,,,,,
Jauri Custodio,PIT,OF,FA,23,,,,,,,,,,,,,,,
Daniel CUVET,(N/A),"3B,SS",FA,19,,,,,,,,,,,,,,,
Blake Cyr,(N/A),SS,FA,21,,,,,,,,,,,,,,,
Todd Czinege,COL,3B,FA,30,,,,,,,,,,,,,,,
Dominic D'Alessandro,BOS,1B,FA,28,,,,,,,,,,,,,,,
J.J. D'Orazio,ARI,C,FA,23,,,,,,,,,,,,,,,
Matt Dacey,TB,3B,FA,30,,,,,,,,,,,,,,,
David Dahl,PHI,OF,FA,30,,,,,,,,,,,,,,,
Ace Daigle,(N/A),1B,FA,18,,,,,,,,,,,,,,,
Cole Daily,WSH,SS,FA,28,,,,,,,,,,,,,,,
Jarryd Dale,SD,2B,FA,24,,,,,,,,,,,,,,,
Ryan Dale,KC,3B,FA,28,,,,,,,,,,,,,,,
Nick Dalesandro,(N/A),"C,OF",FA,28,,,,,,,,,,,,,,,
Wilder Dalis,COL,3B,FA,18,,,,,,,,,,,,,,,
Pedro Dalmagro,CLE,C,FA,19,,,,,,,,,,,,,,,
Ryan Dalton,LAA,3B,FA,33,,,,,,,,,,,,,,,
Wil Dalton,BOS,OF,FA,27,,,,,,,,,,,,,,,
Mitchell Daly,LAA,2B,FA,23,,,,,,,,,,,,,,,
Casey Dana,LAA,OF,FA,25,,,,,,,,,,,,,,,
Andrew Daniel,LAA,"2B,3B",FA,32,,,,,,,,,,,,,,,
Clayton Daniel,CHC,2B,FA,29,,,,,,,,,,,,,,,
Omari Daniel,DET,SS,FA,20,,,,,,,,,,,,,,,
David Daniels,TOR,OF,FA,27,,,,,,,,,,,,,,,
Zach Daniels,HOU,OF,FA,26,,,,,,,,,,,,,,,
L.B. Dantzler,TOR,1B,FA,33,,,,,,,,,,,,,,,
Zander Darby,SF,2B,FA,22,,,,,,,,,,,,,,,
Wes Darvill,CHC,SS,FA,33,,,,,,,,,,,,,,,
Edwin Darville,BOS,SS,FA,18,,,,,,,,,,,,,,,
Shoei Darvish,(N/A),OF,FA,17,,,,,,,,,,,,,,,
Andrew Daschbach,BAL,1B,FA,27,,,,,,,,,,,,,,,
Derek Datil,TB,OF,FA,19,,,,,,,,,,,,,,,
Kyle Datres,COL,3B,FA,29,,,,,,,,,,,,,,,
Gabriel Davalillo,LAA,C,FA,17,,,,,,,,,,,,,,,
Bo Davidson,SF,OF,FA,22,,,,,,,,,,,,,,,
Braxton Davidson,(N/A),1B,FA,28,,,,,,,,,,,,,,,
Logan Davidson,ATH,"3B,OF",FA,27,,,,,,,,,,,,,,,
Matt Davidson,(N/A),1B,FA,33,,,,,,,,,,,,,,,
Brendon Davis,(N/A),"1B,3B,OF",FA,27,,,,,,,,,,,,,,,
Chase Davis,STL,OF,FA,23,,,,,,,,,,,,,,,
Colin Davis,SEA,OF,FA,26,,,,,,,,,,,,,,,
Jaylin Davis,(N/A),OF,FA,30,,,,,,,,,,,,,,,
Jonathan Davis,(N/A),OF,FA,32,,,,,,,,,,,,,,,
Kentrail Davis,(N/A),OF,FA,36,,,,,,,,,,,,,,,
Luke Davis,PHI,C,FA,22,,,,,,,,,,,,,,,
Ian Dawkins,CHW,OF,FA,29,,,,,,,,,,,,,,,
Caden Dawson,(N/A),OF,FA,16,,,,,,,,,,,,,,,
Ronnie Dawson,CIN,OF,FA,29,,,,,,,,,,,,,,,
Brady Day,PHI,SS,FA,22,,,,,,,,,,,,,,,
Darius Day,TEX,OF,FA,30,,,,,,,,,,,,,,,
Joshua Day,ARI,SS,FA,24,,,,,,,,,,,,,,,
Yonathan Daza,COL,OF,FA,31,,,,,,,,,,,,,,,
Danny De Andrade,MIN,SS,FA,20,,,,,,,,,,,,,,,
Sebastian De Andrade,SEA,C,FA,18,,,,,,,,,,,,,,,
Yeffri De Aza,NYM,SS,FA,27,,,,,,,,,,,,,,,
Slater de Brun,(N/A),OF,FA,17,,,,,,,,,,,,,,,
Rikelbin De Castro,STL,SS,FA,22,,,,,,,,,,,,,,,
Manuel De Cesare,SEA,OF,FA,17,,,,,,,,,,,,,,,
Alex De Goti,TEX,2B,FA,30,,,,,,,,,,,,,,,
Alex De Jesus,TOR,3B,FA,22,,,,,,,,,,,,,,,
Elvin De Jesus,(N/A),SS,FA,23,,,,,,,,,,,,,,,
Freddy De Jesus,STL,1B,FA,25,,,,,,,,,,,,,,,
Ivan De Jesus,CHC,OF,FA,32,,,,,,,,,,,,,,,
Jose De Jesus,TEX,OF,FA,20,,,,,,,,,,,,,,,
Randy De Jesus,LAA,OF,FA,20,,,,,,,,,,,,,,,
Justice De Jong,(N/A),3B,FA,17,,,,,,,,,,,,,,,
Aldrich De Jongh,LAD,OF,FA,26,,,,,,,,,,,,,,,
Abdias De La Cruz,ARI,OF,FA,20,,,,,,,,,,,,,,,
Alessander De La Cruz,COL,OF,FA,19,,,,,,,,,,,,,,,
Angel De La Cruz,(N/A),OF,FA,18,,,,,,,,,,,,,,,
Carlos De La Cruz,WSH,OF,FA,25,,,,,,,,,,,,,,,
Daneurys De La Cruz,DET,1B,FA,23,,,,,,,,,,,,,,,
Elian De La Cruz,ARI,OF,FA,17,,,,,,,,,,,,,,,
Erick De La Cruz,ARI,SS,FA,18,,,,,,,,,,,,,,,
Isrrael De La Cruz,ATL,2B,FA,27,,,,,,,,,,,,,,,
Jancory De La Cruz,MIA,OF,FA,19,,,,,,,,,,,,,,,
Jhoan De La Cruz,SD,SS,FA,17,,,,,,,,,,,,,,,
Jose De La Cruz,DET,OF,FA,23,,,,,,,,,,,,,,,
Jose De La Cruz,COL,C,FA,17,,,,,,,,,,,,,,,
Julio De La Cruz,PIT,3B,FA,29,,,,,,,,,,,,,,,
Keury De La Cruz,BOS,OF,FA,33,,,,,,,,,,,,,,,
Luis De La Cruz,CLE,2B,FA,18,,,,,,,,,,,,,,,
Michael De La Cruz,(N/A),C,FA,31,,,,,,,,,,,,,,,
Wilfri De La Cruz,CHC,SS,FA,17,,,,,,,,,,,,,,,
Willmer De La Cruz,TB,SS,FA,21,,,,,,,,,,,,,,,
Chad De La Guerra,(N/A),2B,FA,32,,,,,,,,,,,,,,,
Estevan De La O,(N/A),OF,FA,26,,,,,,,,,,,,,,,
Greylin De La Paz,LAA,SS,FA,17,,,,,,,,,,,,,,,
Reynaldo De La Paz,ATH,OF,FA,19,,,,,,,,,,,,,,,
Bladimir De La Rosa,LAD,SS,FA,23,,,,,,,,,,,,,,,
Eric De La Rosa,DET,OF,FA,27,,,,,,,,,,,,,,,
Frandy De La Rosa,CHC,SS,FA,29,,,,,,,,,,,,,,,
Jeremy De La Rosa,WSH,OF,FA,23,,,,,,,,,,,,,,,
Moises De La Rosa,SF,OF,FA,20,,,,,,,,,,,,,,,
Samil De La Rosa,STL,3B,FA,21,,,,,,,,,,,,,,,
Ricardo De La Torre,MIN,SS,FA,26,,,,,,,,,,,,,,,
Ernie De La Trinidad,MIN,OF,FA,29,,,,,,,,,,,,,,,
Abel De Leon,CHC,C,FA,20,,,,,,,,,,,,,,,
Adrian De Leon,ARI,C,FA,21,,,,,,,,,,,,,,,
Darlyn De Leon,CHC,OF,FA,20,,,,,,,,,,,,,,,
Darwin De Leon,HOU,"3B,SS",FA,21,,,,,,,,,,,,,,,
Edgardo De Leon,CHC,3B,FA,18,,,,,,,,,,,,,,,
Francis De Leon,(N/A),OF,FA,21,,,,,,,,,,,,,,,
Fraymi De Leon,BOS,2B,FA,20,,,,,,,,,,,,,,,
Isaac De Leon,(N/A),"1B,3B",FA,23,,,,,,,,,,,,,,,
Luis De Leon,SD,OF,FA,19,,,,,,,,,,,,,,,
Anderson De Los Santos,BAL,SS,FA,21,,,,,,,,,,,,,,,
Daiber De Los Santos,MIN,SS,FA,18,,,,,,,,,,,,,,,
Jaswel De Los Santos,KC,OF,FA,23,,,,,,,,,,,,,,,
Joerlin De Los Santos,STL,OF,FA,24,,,,,,,,,,,,,,,
Johan De Los Santos,PIT,SS,FA,16,,,,,,,,,,,,,,,
Omar De Los Santos,NYM,OF,FA,25,,,,,,,,,,,,,,,
Tomas De Los Santos,CIN,OF,FA,29,,,,,,,,,,,,,,,
Yordany De Los Santos,PIT,SS,FA,20,,,,,,,,,,,,,,,
Branny De Oleo,NYM,SS,FA,19,,,,,,,,,,,,,,,
Axell De Paula,HOU,OF,FA,20,,,,,,,,,,,,,,,
Josue De Paula,LAD,OF,VLAD,19,,,,,,,,,,,,,,,
Yilver De Paula,LAA,SS,FA,17,,,,,,,,,,,,,,,
Nander De Sedas,(N/A),SS,FA,25,,,,,,,,,,,,,,,
Leodalis De Vries,SD,SS,GOV,18,,,,,,,,,,,,,,,
Austin Dean,(N/A),1B,FA,31,,,,,,,,,,,,,,,
Blake Dean,(N/A),1B,FA,37,,,,,,,,,,,,,,,
Breyias Dean,MIA,3B,FA,19,,,,,,,,,,,,,,,
Jordan Dean,DET,SS,FA,34,,,,,,,,,,,,,,,
Justin Dean,LAD,OF,FA,28,,,,,,,,,,,,,,,
Matt Dean,TOR,"1B,3B",FA,32,,,,,,,,,,,,,,,
Nick Dean,LAD,SS,FA,32,,,,,,,,,,,,,,,
Tyler Dearden,BOS,OF,FA,26,,,,,,,,,,,,,,,
Andres DeAza,TOR,OF,FA,30,,,,,,,,,,,,,,,
Kyle DeBarge,MIN,2B,FA,21,,,,,,,,,,,,,,,
Joe DeCarlo,SEA,SS,FA,31,,,,,,,,,,,,,,,
Cameron Decker,LAD,SS,FA,21,,,,,,,,,,,,,,,
Nick Decker,BOS,OF,FA,25,,,,,,,,,,,,,,,
Niko Decolati,COL,OF,FA,27,,,,,,,,,,,,,,,
Greg Deichmann,(N/A),OF,FA,29,,,,,,,,,,,,,,,
Anthony Del Angel,(N/A),3B,FA,17,,,,,,,,,,,,,,,
Alisson Del Orbe,TEX,2B,FA,23,,,,,,,,,,,,,,,
Diomedes Del Rio,STL,OF,FA,27,,,,,,,,,,,,,,,
Angel Del Rosario,TOR,3B,FA,22,,,,,,,,,,,,,,,
Daury Del Rosario,TB,2B,FA,23,,,,,,,,,,,,,,,
Ismael Del Rosario,TB,OF,FA,18,,,,,,,,,,,,,,,
Richel Del Rosario,(N/A),"1B,3B,OF",FA,21,,,,,,,,,,,,,,,
Chad Delancey,BOS,UT,FA,18,,,,,,,,,,,,,,,
Jake DeLeo,MIA,OF,FA,23,,,,,,,,,,,,,,,
Alexander DeLeon,STL,C,FA,34,,,,,,,,,,,,,,,
Mitchell Delfino,SF,3B,FA,34,,,,,,,,,,,,,,,
Enderson Delgado,DET,C,FA,20,,,,,,,,,,,,,,,
Joan Delgado,CHC,OF,FA,20,,,,,,,,,,,,,,,
Keiner Delgado,PIT,"2B,SS",FA,21,,,,,,,,,,,,,,,
Riley Delgado,ATL,SS,FA,30,,,,,,,,,,,,,,,
Nicky Delmonico,(N/A),OF,FA,32,,,,,,,,,,,,,,,
Joe Delossantos,NYY,OF,FA,23,,,,,,,,,,,,,,,
Ben Deluzio,(N/A),OF,FA,30,,,,,,,,,,,,,,,
Pat DeMarco,NYY,OF,FA,26,,,,,,,,,,,,,,,
Carson DeMartini,PHI,3B,FA,22,,,,,,,,,,,,,,,
Travis Demeritte,(N/A),OF,FA,30,,,,,,,,,,,,,,,
Joey DeMichele,CHW,2B,FA,34,,,,,,,,,,,,,,,
Austin Deming,HOU,3B,FA,25,,,,,,,,,,,,,,,
Dustin DeMuth,MIL,"1B,3B,SS",FA,33,,,,,,,,,,,,,,,
Jeremy Denaud,(N/A),OF,FA,18,,,,,,,,,,,,,,,
Austin Dennis,HOU,OF,FA,27,,,,,,,,,,,,,,,
David Denson,(N/A),1B,FA,29,,,,,,,,,,,,,,,
Cody Dent,WSH,"2B,SS",FA,33,,,,,,,,,,,,,,,
Zane Denton,(N/A),3B,FA,24,,,,,,,,,,,,,,,
Parker DePasquale,(N/A),SS,FA,27,,,,,,,,,,,,,,,
Kyle Dernedde,CLE,SS,FA,24,,,,,,,,,,,,,,,
Delino DeShields,(N/A),OF,FA,32,,,,,,,,,,,,,,,
Mishael Deson,BAL,OF,FA,22,,,,,,,,,,,,,,,
Alex Destino,CHW,OF,FA,29,,,,,,,,,,,,,,,
Cam Devanney,KC,SS,FA,27,,,,,,,,,,,,,,,
Trent Deveaux,(N/A),OF,FA,24,,,,,,,,,,,,,,,
Jose Devers,ATL,"1B,2B",FA,25,,,,,,,,,,,,,,,
Jose Devers,CLE,3B,FA,21,,,,,,,,,,,,,,,
Chris DeVito,KC,1B,FA,30,,,,,,,,,,,,,,,
Donnie Dewees,KC,OF,FA,31,,,,,,,,,,,,,,,
Filippo Di Turi,MIL,"2B,SS",FA,19,,,,,,,,,,,,,,,
Khadim Diaw,MIN,C,FA,21,,,,,,,,,,,,,,,
Angel Diaz,LAD,C,FA,21,,,,,,,,,,,,,,,
Argenis Diaz,DET,SS,FA,38,,,,,,,,,,,,,,,
Blayberg Diaz,MIL,"C,1B",FA,22,,,,,,,,,,,,,,,
Brandon Diaz,MIL,OF,FA,29,,,,,,,,,,,,,,,
Brauli Diaz,CIN,3B,FA,19,,,,,,,,,,,,,,,
Camilo Diaz,HOU,3B,FA,19,,,,,,,,,,,,,,,
Carlos Diaz,HOU,"1B,OF",FA,25,,,,,,,,,,,,,,,
Cesar Diaz,NYY,OF,FA,31,,,,,,,,,,,,,,,
Chris Diaz,PIT,SS,FA,34,,,,,,,,,,,,,,,
Danny Diaz,(N/A),3B,FA,24,,,,,,,,,,,,,,,
Davis Diaz,ATH,C,FA,22,,,,,,,,,,,,,,,
Eddy Diaz,(N/A),"2B,SS",FA,25,,,,,,,,,,,,,,,
Edwin Diaz,(N/A),SS,FA,29,,,,,,,,,,,,,,,
Isan Diaz,DET,"2B,3B",FA,28,,,,,,,,,,,,,,,
Jairo Diaz,CHC,C,FA,20,,,,,,,,,,,,,,,
Jhiancarlos Diaz,BOS,SS,FA,18,,,,,,,,,,,,,,,
Jhon Diaz,TB,OF,FA,22,,,,,,,,,,,,,,,
Jhon Diaz,HOU,2B,FA,19,,,,,,,,,,,,,,,
Jordan Diaz,(N/A),2B,FA,24,,,,,,,,,,,,,,,
Joseph Diaz,PHI,OF,FA,19,,,,,,,,,,,,,,,
Juan Diaz,PIT,SS,FA,36,,,,,,,,,,,,,,,
Kelvin Diaz,BOS,2B,FA,21,,,,,,,,,,,,,,,
Lewin Diaz,(N/A),1B,FA,28,,,,,,,,,,,,,,,
Lisbel Diaz,SF,OF,FA,19,,,,,,,,,,,,,,,
Luis Diaz,CHC,2B,FA,25,,,,,,,,,,,,,,,
Nomar Diaz,SF,C,FA,20,,,,,,,,,,,,,,,
Omar Diaz,HOU,OF,FA,23,,,,,,,,,,,,,,,
Pedro Diaz,TB,OF,FA,26,,,,,,,,,,,,,,,
Randal Diaz,WSH,SS,FA,21,,,,,,,,,,,,,,,
Rhodery Diaz,MIN,OF,FA,23,,,,,,,,,,,,,,,
Victor Diaz,(N/A),1B,FA,23,,,,,,,,,,,,,,,
Wilman Diaz,LAD,"2B,3B,SS",FA,21,,,,,,,,,,,,,,,
Winder Diaz,(N/A),2B,FA,22,,,,,,,,,,,,,,,
Yidel Diaz,CHC,C,FA,20,,,,,,,,,,,,,,,
Yimmy Diaz,DET,SS,FA,21,,,,,,,,,,,,,,,
Yorvit Diaz,ATH,SS,FA,17,,,,,,,,,,,,,,,
Yusniel Diaz,(N/A),OF,FA,28,,,,,,,,,,,,,,,
Sonny DiChiara,LAA,1B,FA,25,,,,,,,,,,,,,,,
Alex Dickerson,(N/A),OF,FA,34,,,,,,,,,,,,,,,
Dustin Dickerson,KC,SS,FA,23,,,,,,,,,,,,,,,
Korbyn Dickerson,(N/A),OF,FA,21,,,,,,,,,,,,,,,
Luke Dickerson,WSH,SS,FA,19,,,,,,,,,,,,,,,
Jared Dickey,ATH,OF,FA,23,,,,,,,,,,,,,,,
Daniel Dickinson,(N/A),2B,FA,21,,,,,,,,,,,,,,,
Jose Dickson,DET,SS,FA,18,,,,,,,,,,,,,,,
Harrison Didawick,(N/A),OF,FA,21,,,,,,,,,,,,,,,
Ray-Patrick Didder,MIA,OF,FA,30,,,,,,,,,,,,,,,
Danny Diekroeger,STL,"2B,3B,SS",FA,32,,,,,,,,,,,,,,,
Kenny Diekroeger,KC,SS,FA,34,,,,,,,,,,,,,,,
Derek Dietrich,(N/A),"1B,2B",FA,35,,,,,,,,,,,,,,,
Wilmer Difo,(N/A),"2B,3B",FA,32,,,,,,,,,,,,,,,
Eriel Dihigo,COL,SS,FA,18,,,,,,,,,,,,,,,
Thomas Dillard,MIL,OF,FA,27,,,,,,,,,,,,,,,
Vladimir Dilone,COL,2B,FA,24,,,,,,,,,,,,,,,
Dawson Dimon,(N/A),C,FA,25,,,,,,,,,,,,,,,
Marco Dinges,MIL,UT,FA,21,,,,,,,,,,,,,,,
Owen Diodati,(N/A),OF,FA,23,,,,,,,,,,,,,,,
Isaias Dipre,PHI,SS,FA,21,,,,,,,,,,,,,,,
Justin Dirden,(N/A),OF,FA,27,,,,,,,,,,,,,,,
Anthony Dirocie,NYM,OF,FA,27,,,,,,,,,,,,,,,
Arturo Disla,TEX,1B,FA,24,,,,,,,,,,,,,,,
Angelo DiSpigna,MIA,1B,FA,25,,,,,,,,,,,,,,,
Jordan Dissin,PHI,C,FA,22,,,,,,,,,,,,,,,
JD Dix,ARI,SS,FA,19,,,,,,,,,,,,,,,
Brandon Dixon,SD,1B,FA,33,,,,,,,,,,,,,,,
Brenden Dixon,PIT,3B,FA,24,,,,,,,,,,,,,,,
Burle Dixon,KC,OF,FA,26,,,,,,,,,,,,,,,
Deshun Dixon,TB,OF,FA,33,,,,,,,,,,,,,,,
Jasiah Dixon,PIT,OF,FA,23,,,,,,,,,,,,,,,
Rashun Dixon,ATH,OF,FA,34,,,,,,,,,,,,,,,
Hunter Dobbins,DET,C,FA,22,,,,,,,,,,,,,,,
Dillon Dobson,SF,"1B,3B",FA,31,,,,,,,,,,,,,,,
Mike Dodig,ATL,3B,FA,31,,,,,,,,,,,,,,,
Griffin Doersching,SD,1B,FA,26,,,,,,,,,,,,,,,
Carlos Dominguez,NYM,OF,FA,25,,,,,,,,,,,,,,,
Miguel Dominguez,(N/A),C,FA,21,,,,,,,,,,,,,,,
Ramiro Dominguez,MIN,SS,FA,17,,,,,,,,,,,,,,,
Luis Domoromo,SD,OF,FA,33,,,,,,,,,,,,,,,
Josh Donaldson,(N/A),3B,FA,39,,,,,,,,,,,,,,,
Brody Donay,(N/A),C,FA,21,,,,,,,,,,,,,,,
Rayne Doncon,MIN,"3B,SS",FA,21,,,,,,,,,,,,,,,
Matt Donlan,BOS,C,FA,25,,,,,,,,,,,,,,,
Anthony Donofrio,SEA,OF,FA,24,,,,,,,,,,,,,,,
Dayton Dooney,(N/A),"1B,2B,SS",FA,25,,,,,,,,,,,,,,,
Jose Dore,SD,OF,FA,33,,,,,,,,,,,,,,,
Carter Dorighi,SEA,SS,FA,21,,,,,,,,,,,,,,,
Ryan Dorow,TEX,SS,FA,29,,,,,,,,,,,,,,,
Patrick Dorrian,(N/A),3B,FA,28,,,,,,,,,,,,,,,
Manuel Dos Passos,ATL,C,FA,18,,,,,,,,,,,,,,,
Vinicius Dos Santos,SF,OF,FA,17,,,,,,,,,,,,,,,
Drew Dosch,BAL,"3B,OF",FA,32,,,,,,,,,,,,,,,
Terence Doston,MIL,OF,FA,24,,,,,,,,,,,,,,,
Mariano Dotel,(N/A),SS,FA,25,,,,,,,,,,,,,,,
Christian Doty,(N/A),SS,FA,18,,,,,,,,,,,,,,,
Cade Doughty,TOR,2B,FA,23,,,,,,,,,,,,,,,
Jhojan Downer,SD,C,FA,17,,,,,,,,,,,,,,,
Aaron Downs,(N/A),3B,FA,22,,,,,,,,,,,,,,,
Jeter Downs,(N/A),"3B,SS",FA,26,,,,,,,,,,,,,,,
Hunter Dozier,(N/A),"1B,3B",FA,33,,,,,,,,,,,,,,,
Joel Dragoo,PHI,OF,FA,22,,,,,,,,,,,,,,,
Blake Drake,(N/A),OF,FA,31,,,,,,,,,,,,,,,
Brayden Drake,SD,3B,FA,37,,,,,,,,,,,,,,,
Isaiah Drake,ATL,OF,FA,19,,,,,,,,,,,,,,,
Yadir Drake,LAD,OF,FA,34,,,,,,,,,,,,,,,
Dylan Dreiling,TEX,OF,FA,21,,,,,,,,,,,,,,,
Brody Drost,(N/A),OF,FA,22,,,,,,,,,,,,,,,
Miguel Droz,LAD,SS,FA,23,,,,,,,,,,,,,,,
Danny Drullard,TEX,OF,FA,24,,,,,,,,,,,,,,,
Osvaldo Duarte,(N/A),SS,FA,29,,,,,,,,,,,,,,,
Samir Duenez,KC,"1B,3B",FA,28,,,,,,,,,,,,,,,
Damon Dues,(N/A),2B,FA,26,,,,,,,,,,,,,,,
Kelly Dugan,PHI,OF,FA,34,,,,,,,,,,,,,,,
Dayton Dugas,DET,OF,FA,27,,,,,,,,,,,,,,,
Gavin Dugas,WSH,"2B,3B",FA,24,,,,,,,,,,,,,,,
Taylor Dugas,NYY,OF,FA,35,,,,,,,,,,,,,,,
Steven Duggar,LAD,OF,FA,31,,,,,,,,,,,,,,,
Brandon Dulin,KC,1B,FA,32,,,,,,,,,,,,,,,
Dalton Dulin,WSH,2B,FA,30,,,,,,,,,,,,,,,
Kevin Dume,ATH,1B,FA,20,,,,,,,,,,,,,,,
Nick Dumesnil,(N/A),OF,FA,20,,,,,,,,,,,,,,,
Titus Dumitru,ATL,OF,FA,21,,,,,,,,,,,,,,,
Joe Dunand,(N/A),SS,FA,29,,,,,,,,,,,,,,,
Clay Dungan,SD,"2B,3B,SS,OF",FA,28,,,,,,,,,,,,,,,
Elijah Dunham,NYY,OF,FA,26,,,,,,,,,,,,,,,
Hayden Dunhurst,(N/A),C,FA,24,,,,,,,,,,,,,,,
Jack Dunn,WSH,SS,FA,28,,,,,,,,,,,,,,,
Lucas Dunn,SD,2B,FA,25,,,,,,,,,,,,,,,
Nick Dunn,SEA,"2B,3B",FA,28,,,,,,,,,,,,,,,
Alfredo Duno,CIN,C,FA,19,,,,,,,,,,,,,,,
Shawon Dunston,CHC,OF,FA,32,,,,,,,,,,,,,,,
Jared Dupere,SF,"2B,3B,OF",FA,26,,,,,,,,,,,,,,,
Will Dupont,TOR,2B,FA,31,,,,,,,,,,,,,,,
Alessandro Duran,SF,C,FA,19,,,,,,,,,,,,,,,
Carlos Duran,LAD,OF,FA,30,,,,,,,,,,,,,,,
Edinson Duran,NYY,1B,FA,22,,,,,,,,,,,,,,,
Edward Duran,TOR,"C,1B",FA,20,,,,,,,,,,,,,,,
Gregory Duran,MIN,1B,FA,22,,,,,,,,,,,,,,,
Rodolfo Duran,SD,C,FA,27,,,,,,,,,,,,,,,
Luis Durango,NYY,OF,FA,21,,,,,,,,,,,,,,,
David Durden,BOS,OF,FA,26,,,,,,,,,,,,,,,
Brendan Durfee,SD,C,FA,23,,,,,,,,,,,,,,,
Max Durrington,ATH,SS,FA,18,,,,,,,,,,,,,,,
